Service ID,id,title,HTML
106,14986,Service 106: Legislative Reference Services,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>722,972</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>722,972</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>5</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>5</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>741,867</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>741,867</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>5</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>5</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>783,905</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>783,905</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>5</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>5</td>
      </tr></tbody></table>"
107,14987,Service 107: Archives and Records Management,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>453,457</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>453,457</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>1</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>1</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>561,521</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>561,521</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>1</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>1</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>576,395</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>576,395</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>1</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>1</td>
      </tr></tbody></table>"
109,120665,Service 109: Administration-MOCFS,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>8,528</td>
          <td style='text-align:right'>74,134</td>
          <td style='text-align:right'>82,662</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>0</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>2,810,544</td>
          <td style='text-align:right'>280,775</td>
          <td style='text-align:right'>3,091,319</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>13</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>13</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>2,932,458</td>
          <td style='text-align:right'>285,548</td>
          <td style='text-align:right'>3,218,006</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>13</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>13</td>
      </tr></tbody></table>"
117,15003,Service 117: Adjudication of Environmental Citations,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>1,235,516</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>1,235,516</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>8</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>8</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>1,497,623</td>
          <td style='text-align:right'>255,750</td>
          <td style='text-align:right'>1,753,373</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>8</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>8</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>1,555,635</td>
          <td style='text-align:right'>255,750</td>
          <td style='text-align:right'>1,811,385</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>8</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>8</td>
      </tr></tbody></table>"
128,15028,Service 128: Labor Contract Negotiations and Administration,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>820,335</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>820,335</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>6</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>6</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>906,751</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>906,751</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>6</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>6</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>958,588</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>958,588</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>6</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>6</td>
      </tr></tbody></table>"
148,14926,Service 148: Revenue Collections,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>7,483,326</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>7,483,326</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>130</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>130</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>6,437,091</td>
          <td style='text-align:right'>265,580</td>
          <td style='text-align:right'>6,702,671</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>123</td>
          <td style='text-align:right'>3</td>
          <td style='text-align:right'>126</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>6,932,554</td>
          <td style='text-align:right'>239,413</td>
          <td style='text-align:right'>7,171,967</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>121</td>
          <td style='text-align:right'>3</td>
          <td style='text-align:right'>124</td>
      </tr></tbody></table>"
150,14927,Service 150: Treasury and Debt Management,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>502,071</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>502,071</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>9</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>9</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>1,254,755</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>1,254,755</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>9</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>9</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>1,321,240</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>1,321,240</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>9</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>9</td>
      </tr></tbody></table>"
152,14923,Service 152: ERS Administration,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>603,628</td>
          <td style='text-align:right'>603,628</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>41</td>
          <td style='text-align:right'>41</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>5,619,931</td>
          <td style='text-align:right'>5,619,931</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>42</td>
          <td style='text-align:right'>42</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>5,807,886</td>
          <td style='text-align:right'>5,807,886</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>42</td>
          <td style='text-align:right'>42</td>
      </tr></tbody></table>"
154,14924,Service 154: F&P Retirement System,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>227,266</td>
          <td style='text-align:right'>227,266</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>35</td>
          <td style='text-align:right'>35</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>5,723,018</td>
          <td style='text-align:right'>5,723,018</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>35</td>
          <td style='text-align:right'>35</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>5,852,008</td>
          <td style='text-align:right'>5,852,008</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>35</td>
          <td style='text-align:right'>35</td>
      </tr></tbody></table>"
155,24352,Service 155: Retirement Savings Plan,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>155,812</td>
          <td style='text-align:right'>155,812</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>3</td>
          <td style='text-align:right'>3</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>872,109</td>
          <td style='text-align:right'>872,109</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>3</td>
          <td style='text-align:right'>3</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>995,838</td>
          <td style='text-align:right'>995,838</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>4</td>
          <td style='text-align:right'>4</td>
      </tr></tbody></table>"
